Level	Rule Name	Subject	Property	Value
ERROR	missing_label	sterile	rdfs:label	
ERROR	missing_label	organ	rdfs:label	
WARN	missing_definition	definition	definition	
WARN	missing_definition	sterile	definition	
WARN	missing_definition	organ	definition	
WARN	missing_definition	subset_property	definition	
WARN	missing_definition	has_alternative_id	definition	
WARN	missing_definition	has_broad_synonym	definition	
WARN	missing_definition	database_cross_reference	definition	
WARN	missing_definition	has_exact_synonym	definition	
WARN	missing_definition	has_narrow_synonym	definition	
WARN	missing_definition	has_obo_format_version	definition	
WARN	missing_definition	has_obo_namespace	definition	
WARN	missing_definition	has_related_synonym	definition	
WARN	missing_definition	in_subset	definition	
INFO	lowercase_definition	predatory behavior abnormal	definition	(Pristionchus pacificus) Animals exhibit abnormal predatory behavior, compared to controls.
INFO	lowercase_definition	reduced predatory feeding behavior	definition	(Pristionchus pacificus) Animals exhibit reduced predatory feeding behavior, indicated by reduced predation success, compared to controls.
INFO	missing_superclass	nematode phenotype	rdfs:subClassOf	
