defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/WBPhenotype_0000028	RNA processing variant	http://purl.obolibrary.org/obo/GO_0006396	RNA processing
http://purl.obolibrary.org/obo/WBPhenotype_0000030	growth variant	http://purl.obolibrary.org/obo/GO_0040007	growth
http://purl.obolibrary.org/obo/WBPhenotype_0000033	developmental timing variant	http://purl.obolibrary.org/obo/GO_0040034	regulation of development, heterochronic
http://purl.obolibrary.org/obo/WBPhenotype_0000047	gastrulation variant	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/WBPhenotype_0000048	hatching variant	http://purl.obolibrary.org/obo/GO_0035188	hatching
http://purl.obolibrary.org/obo/WBPhenotype_0000049	postembryonic development variant	http://purl.obolibrary.org/obo/GO_0009791	post-embryonic development
http://purl.obolibrary.org/obo/WBPhenotype_0000068	oxidative stress response variant	http://purl.obolibrary.org/obo/GO_0006979	response to oxidative stress
http://purl.obolibrary.org/obo/WBPhenotype_0000075	cuticle attachment variant	http://purl.obolibrary.org/obo/GO_0040004	collagen and cuticulin-based cuticle attachment to epithelium
http://purl.obolibrary.org/obo/WBPhenotype_0000100	cell UV response variant	http://purl.obolibrary.org/obo/GO_0034644	cellular response to UV
http://purl.obolibrary.org/obo/WBPhenotype_0000104	cell polarity variant	http://purl.obolibrary.org/obo/GO_0007163	establishment or maintenance of cell polarity
http://purl.obolibrary.org/obo/WBPhenotype_0000121	translation variant	http://purl.obolibrary.org/obo/GO_0006412	translation
http://purl.obolibrary.org/obo/WBPhenotype_0000127	dauer recovery variant	http://purl.obolibrary.org/obo/GO_0043054	dauer exit
http://purl.obolibrary.org/obo/WBPhenotype_0000142	cell stress response variant	http://purl.obolibrary.org/obo/GO_0033554	cellular response to stress
http://purl.obolibrary.org/obo/WBPhenotype_0000159	dauer arrest variant	http://purl.obolibrary.org/obo/GO_0043053	dauer entry
http://purl.obolibrary.org/obo/WBPhenotype_0000165	cell fusion variant	http://purl.obolibrary.org/obo/GO_0000768	syncytium formation by plasma membrane fusion
http://purl.obolibrary.org/obo/WBPhenotype_0000171	cell proliferation variant	http://purl.obolibrary.org/obo/GO_0008283	cell proliferation
http://purl.obolibrary.org/obo/WBPhenotype_0000186	oogenesis variant	http://purl.obolibrary.org/obo/GO_0048599	oocyte development
http://purl.obolibrary.org/obo/WBPhenotype_0000197	cell induction variant	http://purl.obolibrary.org/obo/GO_0031129	inductive cell-cell signaling
http://purl.obolibrary.org/obo/WBPhenotype_0000201	cuticle development variant	http://purl.obolibrary.org/obo/GO_0042335	cuticle development
http://purl.obolibrary.org/obo/WBPhenotype_0000216	cell fate specification variant	http://purl.obolibrary.org/obo/GO_0001708	cell fate specification
http://purl.obolibrary.org/obo/WBPhenotype_0000221	neurotransmitter metabolism variant	http://purl.obolibrary.org/obo/GO_0042133	neurotransmitter metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000222	serotonin metabolism variant	http://purl.obolibrary.org/obo/GO_0042428	serotonin metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000223	acetylcholine metabolism variant	http://purl.obolibrary.org/obo/GO_0008291	acetylcholine metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000233	dopamine metabolism variant	http://purl.obolibrary.org/obo/GO_0042417	dopamine metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000250	octopamine metabolism variant	http://purl.obolibrary.org/obo/GO_0046333	octopamine metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000258	cell secretion variant	http://purl.obolibrary.org/obo/GO_0032940	secretion by cell
http://purl.obolibrary.org/obo/WBPhenotype_0000308	dauer development variant	http://purl.obolibrary.org/obo/GO_0040024	dauer larval development
http://purl.obolibrary.org/obo/WBPhenotype_0000354	cell differentiation variant	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation
http://purl.obolibrary.org/obo/WBPhenotype_0000384	axon guidance variant	http://purl.obolibrary.org/obo/GO_0007411	axon guidance
http://purl.obolibrary.org/obo/WBPhenotype_0000415	necrotic cell death variant	http://purl.obolibrary.org/obo/GO_0070265	necrotic cell death
http://purl.obolibrary.org/obo/WBPhenotype_0000416	yolk synthesis variant	http://purl.obolibrary.org/obo/GO_0007296	vitellogenesis
http://purl.obolibrary.org/obo/WBPhenotype_0000433	DNA synthesis variant	http://purl.obolibrary.org/obo/GO_0006260	DNA replication
http://purl.obolibrary.org/obo/WBPhenotype_0000436	protein subcellular localization variant	http://purl.obolibrary.org/obo/GO_0034613	cellular protein localization
http://purl.obolibrary.org/obo/WBPhenotype_0000474	muscle attachment variant	http://purl.obolibrary.org/obo/GO_0016203	muscle attachment
http://purl.obolibrary.org/obo/WBPhenotype_0000481	negative chemotaxis variant	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis
http://purl.obolibrary.org/obo/WBPhenotype_0000503	endoreduplication variant	http://purl.obolibrary.org/obo/GO_0042023	DNA endoreduplication
http://purl.obolibrary.org/obo/WBPhenotype_0000504	nuclear division variant	http://purl.obolibrary.org/obo/GO_0000280	nuclear division
http://purl.obolibrary.org/obo/WBPhenotype_0000511	nuclear positioning variant	http://purl.obolibrary.org/obo/GO_0007097	nuclear migration
http://purl.obolibrary.org/obo/WBPhenotype_0000518	development variant	http://purl.obolibrary.org/obo/GO_0032502	developmental process
http://purl.obolibrary.org/obo/WBPhenotype_0000519	physiology variant	http://purl.obolibrary.org/obo/GO_0008150	biological process
http://purl.obolibrary.org/obo/WBPhenotype_0000523	chemical response variant	http://purl.obolibrary.org/obo/GO_0042221	response to chemical
http://purl.obolibrary.org/obo/WBPhenotype_0000529	cell development variant	http://purl.obolibrary.org/obo/GO_0048468	cell development
http://purl.obolibrary.org/obo/WBPhenotype_0000584	synaptic transmission variant	http://purl.obolibrary.org/obo/GO_0007268	chemical synaptic transmission
http://purl.obolibrary.org/obo/WBPhenotype_0000594	cell migration variant	http://purl.obolibrary.org/obo/GO_0016477	cell migration
http://purl.obolibrary.org/obo/WBPhenotype_0000623	nervous system development variant	http://purl.obolibrary.org/obo/GO_0007399	nervous system development
